,sex,occupation,education-num,hours-per-week,age,marital-status,income
22949,1,NOC-1,9,45,40,Seperated,0
22950,0,NOC-1,10,20,20,Never-married,0
22951,1,NOC-7,12,20,70,Married,0
22952,1,NOC-4,10,40,30,Married,0
22953,1,NOC-1,13,40,70,Married,1
22954,0,NOC-1,13,45,30,Never-married,0
22955,1,NOC-3,9,70,50,Married,0
22956,1,NOC-1,13,20,30,Married,0
22957,0,NOC-4,7,20,20,Never-married,0
22958,0,NOC-5,7,20,20,Never-married,0
22959,1,NOC-4,7,40,30,Married,0
22960,1,NOC-4,9,20,20,Never-married,0
22961,1,NOC-3,9,60,50,Seperated,0
22962,1,NOC-3,10,60,30,Married,0
22963,0,NOC-2,10,40,30,Never-married,0
22964,1,NOC-3,10,40,40,Married,1
22965,1,NOC-3,5,40,40,Married,0
22966,1,NOC-3,9,60,30,Married,0
22967,1,NOC-1,13,40,20,Seperated,0
22968,1,NOC-1,13,40,50,Married,1
22969,1,NOC-1,13,70,40,Married,1
22970,1,NOC-3,9,40,50,Married,1
22971,1,NOC-1,9,45,50,Married,1
22972,1,NOC-2,9,40,50,Married,0
22973,1,NOC-5,7,40,20,Never-married,0
22974,0,NOC-4,10,70,30,Seperated,0
22975,1,NOC-3,9,60,30,Married,0
22976,1,NOC-7,5,40,50,Married,0
22977,0,NOC-2,9,40,50,Seperated,0
22978,1,NOC-1,13,40,30,Seperated,1
22979,1,NOC-3,10,40,30,Married,0
22980,0,NOC-4,10,60,30,Never-married,0
22981,0,NOC-1,13,40,50,Seperated,0
22982,0,NOC-5,10,20,20,Never-married,0
22983,0,NOC-7,10,40,50,Never-married,0
22984,1,NOC-1,13,70,50,Married,1
22985,1,NOC-3,13,40,40,Married,1
22986,0,NOC-1,10,20,20,Never-married,0
22987,1,NOC-5,9,40,70,Married,1
22988,0,NOC-2,13,30,20,Never-married,0
22989,0,NOC-4,13,40,50,Seperated,0
22990,1,NOC-2,9,40,20,Married,0
22991,1,NOC-1,13,40,40,Married,1
22992,1,NOC-3,10,40,40,Never-married,0
22993,1,NOC-4,10,40,30,Married,0
22994,1,NOC-3,5,30,40,Married,0
22995,1,NOC-3,9,40,50,Married,1
22996,1,NOC-1,13,40,30,Never-married,0
22997,1,NOC-7,10,30,20,Never-married,0
22998,1,NOC-1,10,60,40,Never-married,0
22999,1,NOC-5,13,30,30,Never-married,0
23000,0,NOC-4,9,40,50,Seperated,0
23001,0,NOC-5,5,40,30,Never-married,0
23002,1,NOC-1,13,60,40,Married,1
23003,1,NOC-4,9,60,30,Never-married,0
23004,1,NOC-1,13,60,50,Married,0
23005,1,NOC-3,12,40,40,Married,1
23006,1,NOC-1,11,40,40,Married,0
23007,1,NOC-3,7,40,30,Married,0
23008,1,NOC-3,13,40,50,Married,1
23009,0,NOC-7,9,20,30,Seperated,0
23010,1,NOC-4,9,60,30,Married,1
23011,1,NOC-5,13,60,50,Never-married,1
23012,1,NOC-2,5,20,70,Married,0
23013,1,NOC-4,5,40,30,Married,0
23014,1,NOC-3,9,40,40,Never-married,0
23015,1,NOC-2,13,40,40,Married,1
23016,1,NOC-2,13,60,50,Married,1
23017,1,NOC-2,10,40,50,Married,0
23018,1,NOC-4,10,60,30,Married,1
23019,1,NOC-7,13,40,70,Married,0
23020,1,NOC-3,9,40,40,Married,0
23021,0,NOC-2,13,40,40,Seperated,0
23022,1,NOC-2,13,60,30,Married,0
23023,1,NOC-1,13,20,20,Never-married,0
23024,0,NOC-4,10,40,20,Never-married,0
23025,0,NOC-4,10,30,20,Never-married,0
23026,0,NOC-4,10,40,50,Seperated,0
23027,1,NOC-4,5,40,50,Never-married,0
23028,1,NOC-1,12,60,30,Seperated,1
23029,1,NOC-4,10,30,70,Married,1
23030,1,NOC-5,9,60,20,Never-married,0
23031,0,NOC-1,13,60,30,Never-married,0
23032,1,NOC-1,13,40,30,Married,0
23033,1,NOC-5,9,40,20,Never-married,0
23034,1,NOC-1,9,40,30,Never-married,0
23035,1,NOC-3,10,60,40,Seperated,1
23036,1,NOC-3,12,40,40,Married,0
23037,1,NOC-4,9,60,20,Never-married,0
23038,1,NOC-3,9,70,30,Seperated,0
23039,0,NOC-4,10,40,20,Never-married,0
23040,1,NOC-1,13,60,40,Married,1
23041,1,NOC-2,10,40,30,Married,1
23042,1,NOC-5,6,40,20,Never-married,0
23043,1,NOC-4,13,40,30,Never-married,0
23044,1,NOC-4,10,60,50,Married,0
23045,1,NOC-3,10,40,30,Married,1
23046,1,NOC-3,9,40,40,Married,0
23047,1,NOC-3,5,40,20,Married,0
23048,1,NOC-2,7,20,20,Never-married,0
23049,1,NOC-1,13,40,70,Never-married,0
23050,0,NOC-1,13,40,50,Never-married,0
23051,1,NOC-5,6,40,70,Married,0
23052,1,NOC-1,13,40,70,Married,1
23053,0,NOC-5,10,40,50,Seperated,0
23054,0,NOC-1,9,40,70,Seperated,0
23055,1,NOC-1,13,60,30,Married,1
23056,0,NOC-4,9,20,50,Never-married,0
23057,0,NOC-4,9,30,40,Seperated,0
23058,1,NOC-1,13,40,40,Married,0
23059,0,NOC-4,10,40,40,Seperated,0
23060,1,NOC-3,9,40,40,Seperated,0
23061,1,NOC-2,13,60,40,Married,1
23062,0,NOC-7,10,20,20,Never-married,0
23063,0,NOC-2,12,45,40,Never-married,0
23064,0,NOC-4,10,40,30,Never-married,0
23065,0,NOC-1,13,30,40,Never-married,0
23066,1,NOC-4,13,60,50,Never-married,0
23067,1,NOC-4,9,40,30,Never-married,0
23068,0,NOC-2,10,30,50,Seperated,0
23069,0,NOC-4,13,45,30,Seperated,0
23070,1,NOC-3,5,40,40,Married,0
23071,1,NOC-5,9,40,20,Never-married,0
23072,1,NOC-4,5,40,30,Never-married,0
23073,0,NOC-1,12,40,30,Seperated,0
23074,1,NOC-3,10,40,40,Married,0
23075,0,NOC-5,9,20,50,Seperated,0
23076,1,NOC-3,9,40,20,Never-married,0
23077,0,NOC-1,9,40,50,Seperated,0
23078,1,NOC-1,13,60,50,Married,1
23079,1,NOC-3,9,60,40,Married,0
23080,1,NOC-1,11,40,50,Married,1
23081,0,NOC-4,12,60,50,Seperated,0
23082,1,NOC-5,9,70,40,Married,0
23083,1,NOC-3,9,60,40,Married,0
23084,1,NOC-2,9,40,50,Married,0
23085,0,NOC-1,9,60,30,Never-married,0
23086,0,NOC-1,11,40,40,Married,0
23087,0,NOC-1,13,40,50,Married,1
23088,0,NOC-1,11,30,70,Seperated,0
23089,1,NOC-1,13,60,40,Married,1
23090,0,NOC-4,12,40,50,Seperated,0
23091,0,NOC-4,9,40,50,Seperated,0
23092,1,NOC-5,9,40,30,Seperated,0
23093,1,NOC-2,10,40,20,Married,0
23094,1,NOC-5,11,45,30,Never-married,0
23095,1,NOC-2,10,60,40,Never-married,0
23096,1,NOC-5,10,40,20,Never-married,0
23097,1,NOC-3,9,45,40,Married,0
23098,1,NOC-3,6,60,40,Married,0
23099,0,NOC-7,6,40,20,Seperated,0
23100,1,NOC-4,5,20,70,Seperated,0
23101,1,NOC-2,13,40,40,Married,1
23102,0,NOC-4,10,30,20,Never-married,0
23103,0,NOC-1,13,40,50,Seperated,1
23104,1,NOC-2,13,45,30,Never-married,0
23105,1,NOC-2,11,40,50,Never-married,0
23106,1,NOC-1,9,70,50,Married,1
23107,0,NOC-5,9,40,50,Seperated,0
23108,1,NOC-3,10,40,30,Married,0
23109,1,NOC-7,7,40,20,Never-married,0
23110,1,NOC-3,10,45,30,Married,1
23111,1,NOC-5,8,40,50,Never-married,0
23112,1,NOC-5,9,30,20,Never-married,0
23113,1,NOC-1,13,40,40,Married,0
23114,0,NOC-2,10,30,20,Never-married,0
23115,1,NOC-3,9,40,20,Never-married,0
23116,1,NOC-4,10,40,30,Never-married,0
23117,1,NOC-1,13,60,40,Never-married,0
23118,0,NOC-2,10,20,20,Never-married,0
23119,1,NOC-3,10,40,40,Married,0
23120,0,NOC-5,7,20,20,Never-married,0
23121,1,NOC-3,5,40,20,Never-married,0
23122,1,NOC-5,10,30,40,Married,0
23123,1,NOC-7,11,30,50,Seperated,0
23124,1,NOC-2,13,45,40,Seperated,0
23125,1,NOC-4,5,40,30,Married,0
23126,1,NOC-3,10,40,40,Seperated,1
23127,0,NOC-1,13,20,30,Seperated,0
23128,1,NOC-3,10,40,70,Never-married,0
23129,1,NOC-1,11,40,30,Never-married,0
23130,1,NOC-1,13,45,50,Married,0
23131,1,NOC-2,13,20,40,Married,1
23132,1,NOC-2,10,30,30,Seperated,0
23133,1,NOC-3,10,40,40,Married,0
23134,1,NOC-2,5,60,50,Married,0
23135,0,NOC-5,7,20,20,Never-married,0
23136,0,NOC-7,10,30,20,Never-married,0
23137,1,NOC-4,6,40,50,Seperated,0
23138,0,NOC-4,9,40,20,Never-married,0
23139,1,NOC-5,9,30,20,Never-married,0
23140,1,NOC-1,13,60,40,Seperated,0
23141,1,NOC-2,9,40,40,Married,0
23142,0,NOC-1,11,40,70,Seperated,0
23143,1,NOC-5,9,40,30,Never-married,0
23144,1,NOC-5,6,30,20,Married,0
23145,1,NOC-3,9,40,40,Seperated,0
23146,0,NOC-5,10,30,30,Never-married,0
23147,0,NOC-4,10,40,30,Never-married,0
23148,1,NOC-5,10,20,20,Never-married,0
23149,1,NOC-3,10,40,40,Married,0
23150,1,NOC-5,9,20,20,Never-married,0
23151,1,NOC-3,11,40,40,Married,0
23152,1,NOC-3,9,40,40,Never-married,0
23153,1,NOC-4,10,40,30,Married,1
23154,1,NOC-5,9,40,30,Married,0
23155,1,NOC-2,12,40,40,Never-married,0
23156,0,NOC-4,10,40,30,Seperated,0
23157,1,NOC-1,9,20,70,Married,0
23158,0,NOC-2,9,40,20,Never-married,0
23159,0,NOC-1,11,40,50,Seperated,0
23160,0,NOC-2,9,40,40,Seperated,0
23161,0,NOC-1,9,40,30,Seperated,0
23162,1,NOC-4,12,45,20,Never-married,0
23163,0,NOC-1,13,40,40,Never-married,0
23164,1,NOC-2,10,60,50,Married,1
23165,1,NOC-5,8,40,50,Seperated,0
23166,0,NOC-4,12,20,20,Never-married,0
23167,1,NOC-1,9,40,40,Married,0
23168,1,NOC-2,9,40,20,Never-married,0
23169,0,NOC-4,5,40,40,Seperated,0
23170,0,NOC-3,7,20,20,Never-married,0
23171,1,NOC-5,5,40,40,Seperated,0
23172,1,NOC-4,10,40,40,Married,1
23173,1,NOC-4,8,40,20,Never-married,0
23174,1,NOC-4,5,40,40,Married,0
23175,0,NOC-3,5,40,50,Seperated,0
23176,0,NOC-7,9,20,20,Never-married,0
23177,1,NOC-4,13,40,50,Married,1
23178,1,NOC-2,5,40,50,Married,0
23179,1,NOC-4,9,70,30,Never-married,0
23180,1,NOC-4,5,45,30,Married,0
23181,1,NOC-4,9,40,30,Married,1
23182,1,NOC-4,9,30,50,Married,0
23183,1,NOC-3,9,40,40,Married,1
23184,1,NOC-3,10,40,30,Married,0
23185,0,NOC-1,13,60,30,Seperated,0
23186,1,NOC-3,9,40,20,Never-married,0
23187,1,NOC-4,10,40,20,Never-married,0
23188,0,NOC-4,10,20,30,Never-married,0
23189,1,NOC-3,7,40,50,Married,0
23190,1,NOC-1,13,40,50,Married,1
23191,1,NOC-2,13,60,30,Never-married,1
23192,0,NOC-7,10,30,20,Never-married,0
23193,1,NOC-2,10,60,20,Never-married,0
23194,1,NOC-1,13,45,40,Married,0
23195,1,NOC-4,10,40,20,Married,0
23196,1,NOC-1,13,70,50,Married,1
23197,1,NOC-1,9,60,30,Married,0
23198,0,NOC-4,10,40,40,Seperated,0
23199,1,NOC-4,9,30,20,Never-married,0
23200,1,NOC-4,11,60,30,Married,0
23201,1,NOC-1,13,45,20,Never-married,0
23202,1,NOC-3,9,40,30,Seperated,0
23203,0,NOC-5,9,30,30,Seperated,0
23204,0,NOC-5,9,40,20,Never-married,0
23205,1,NOC-3,9,40,30,Married,1
23206,1,NOC-3,9,30,20,Never-married,0
23207,1,NOC-3,5,40,50,Married,0
23208,1,NOC-4,9,60,20,Never-married,0
23209,1,NOC-7,13,60,50,Married,1
23210,0,NOC-2,9,30,30,Seperated,0
23211,1,NOC-4,10,40,40,Married,0
23212,0,NOC-4,9,40,50,Married,0
23213,1,NOC-5,9,30,20,Never-married,0
23214,1,NOC-3,9,60,50,Married,0
23215,1,NOC-3,5,60,50,Married,0
23216,0,NOC-4,8,40,70,Seperated,0
23217,0,NOC-5,9,20,20,Married,0
23218,1,NOC-4,12,20,20,Never-married,0
23219,1,NOC-1,9,40,40,Never-married,0
23220,0,NOC-4,13,30,40,Seperated,0
23221,1,NOC-2,10,30,20,Never-married,0
23222,1,NOC-1,9,40,50,Married,1
23223,1,NOC-2,11,40,30,Married,0
23224,1,NOC-4,13,45,40,Seperated,1
23225,1,NOC-3,13,60,50,Married,0
23226,0,NOC-1,12,70,50,Seperated,0
23227,0,NOC-1,6,45,50,Seperated,0
23228,1,NOC-7,5,40,50,Seperated,0
23229,1,NOC-4,9,40,40,Married,0
23230,0,NOC-5,10,40,50,Seperated,0
23231,1,NOC-1,13,60,40,Married,1
23232,1,NOC-7,10,40,20,Never-married,0
23233,1,NOC-3,9,40,70,Married,0
23234,1,NOC-2,13,30,70,Seperated,0
23235,0,NOC-2,10,20,20,Never-married,0
23236,1,NOC-4,13,40,50,Married,1
23237,0,NOC-7,10,30,50,Seperated,0
23238,0,NOC-5,9,40,40,Seperated,0
23239,0,NOC-4,7,40,20,Never-married,0
23240,1,NOC-5,10,40,40,Married,0
23241,1,NOC-5,9,20,20,Never-married,0
23242,1,NOC-2,9,60,20,Never-married,0
23243,0,NOC-3,9,40,20,Never-married,0
23244,1,NOC-4,9,60,50,Married,1
23245,1,NOC-3,8,40,20,Never-married,0
23246,1,NOC-1,9,20,70,Married,0
23247,0,NOC-4,9,40,20,Never-married,0
23248,1,NOC-1,13,20,70,Married,0
23249,1,NOC-1,12,40,40,Married,1
23250,0,NOC-1,9,40,40,Seperated,0
23251,0,NOC-2,11,20,40,Seperated,0
23252,0,NOC-5,9,70,20,Seperated,0
23253,0,NOC-2,9,40,30,Married,0
23254,1,NOC-1,9,40,20,Seperated,0
23255,1,NOC-1,13,60,40,Married,1
23256,1,NOC-2,13,40,70,Married,1
23257,1,NOC-3,9,30,50,Married,0
23258,1,NOC-1,9,60,30,Married,0
23259,1,NOC-3,9,40,30,Married,0
23260,0,NOC-1,13,45,40,Married,1
23261,1,NOC-2,5,40,50,Married,0
23262,1,NOC-1,10,40,40,Married,1
23263,1,NOC-3,9,40,30,Married,0
23264,1,NOC-5,10,20,20,Never-married,0
23265,0,NOC-4,9,40,30,Seperated,0
23266,1,NOC-2,13,30,70,Married,1
23267,0,NOC-7,10,20,20,Never-married,0
23268,1,NOC-3,9,30,40,Married,0
23269,0,NOC-1,13,40,30,Seperated,0
23270,1,NOC-2,9,45,30,Married,0
23271,0,NOC-1,10,40,30,Seperated,0
23272,0,NOC-4,9,40,20,Never-married,0
23273,1,NOC-5,10,30,20,Never-married,1
23274,1,NOC-3,10,60,40,Married,1
23275,1,NOC-3,12,20,20,Never-married,0
23276,1,NOC-4,9,40,50,Married,0
23277,0,NOC-5,10,40,30,Seperated,0
23278,1,NOC-1,13,45,40,Seperated,1
23279,0,NOC-2,13,40,50,Seperated,1
23280,1,NOC-1,13,60,50,Married,1
23281,0,NOC-7,13,40,40,Never-married,0
23282,1,NOC-5,13,30,70,Married,0
23283,1,NOC-5,9,30,20,Never-married,0
23284,0,NOC-4,10,40,20,Never-married,0
23285,1,NOC-2,9,60,50,Married,1
23286,1,NOC-4,5,40,40,Married,0
23287,0,NOC-1,10,45,40,Seperated,0
23288,1,NOC-3,9,40,50,Married,0
23289,0,NOC-5,5,20,20,Never-married,0
23290,1,NOC-1,13,60,40,Married,1
23291,1,NOC-3,9,30,40,Seperated,0
23292,1,NOC-5,8,30,20,Never-married,0
23293,0,NOC-5,9,40,30,Seperated,0
23294,1,NOC-1,9,40,70,Never-married,0
23295,1,NOC-4,9,60,40,Seperated,1
23296,1,NOC-3,9,40,30,Married,0
23297,1,NOC-4,12,40,30,Never-married,0
23298,1,NOC-3,8,40,20,Married,0
23299,0,NOC-4,11,40,20,Never-married,0
23300,0,NOC-5,10,20,20,Never-married,0
23301,1,NOC-2,13,60,40,Seperated,1
23302,1,NOC-3,9,60,50,Married,0
23303,1,NOC-1,13,40,50,Married,1
23304,0,NOC-4,9,30,70,Seperated,1
23305,0,NOC-1,11,30,40,Married,1
23306,1,NOC-3,10,40,30,Seperated,0
23307,0,NOC-1,13,40,30,Seperated,0
23308,1,NOC-1,13,60,40,Married,1
23309,0,NOC-1,9,45,50,Seperated,0
23310,1,NOC-1,13,40,50,Married,1
23311,1,NOC-2,9,60,50,Married,0
23312,1,NOC-4,13,70,40,Married,1
23313,1,NOC-3,11,40,50,Married,1
23314,0,NOC-1,13,60,30,Never-married,0
23315,0,NOC-7,10,40,20,Never-married,0
23316,1,NOC-4,11,70,30,Never-married,0
23317,1,NOC-1,13,40,30,Married,1
23318,1,NOC-4,11,60,40,Married,1
23319,1,NOC-2,10,40,40,Married,1
23320,0,NOC-1,13,40,50,Seperated,0
23321,1,NOC-2,10,40,20,Never-married,0
23322,1,NOC-5,10,30,20,Never-married,0
23323,1,NOC-1,13,40,30,Seperated,0
23324,0,NOC-1,13,30,40,Married,1
23325,1,NOC-3,9,40,40,Seperated,0
23326,0,NOC-2,10,30,20,Never-married,0
23327,1,NOC-4,9,40,50,Married,0
23328,0,NOC-5,9,40,30,Never-married,0
23329,1,NOC-3,8,40,40,Never-married,0
23330,1,NOC-7,10,20,20,Never-married,0
23331,1,NOC-5,9,40,30,Married,0
23332,1,NOC-5,9,40,20,Never-married,0
23333,0,NOC-7,7,40,20,Never-married,0
23334,1,NOC-4,9,40,40,Married,1
23335,0,NOC-5,10,30,20,Never-married,0
23336,1,NOC-7,9,30,70,Seperated,0
23337,0,NOC-2,10,40,20,Never-married,0
23338,1,NOC-3,9,40,20,Never-married,0
23339,1,NOC-1,13,20,30,Married,0
23340,0,NOC-5,10,30,30,Seperated,0
23341,1,NOC-1,9,60,50,Seperated,1
23342,0,NOC-7,10,40,20,Never-married,0
23343,1,NOC-2,10,60,40,Married,1
23344,1,NOC-1,13,30,70,Married,1
23345,0,NOC-5,9,40,20,Never-married,0
23346,0,NOC-1,10,40,30,Married,0
23347,1,NOC-2,12,60,30,Never-married,0
23348,1,NOC-1,10,40,30,Never-married,0
23349,0,NOC-1,13,40,30,Never-married,0
23350,0,NOC-4,10,40,30,Never-married,0
23351,1,NOC-7,13,30,20,Never-married,0
23352,1,NOC-2,9,60,30,Never-married,0
23353,1,NOC-7,10,40,20,Never-married,0
23354,1,NOC-4,13,60,70,Married,1
23355,1,NOC-5,8,40,20,Never-married,0
23356,1,NOC-3,6,40,40,Married,0
23357,1,NOC-1,10,30,20,Never-married,1
23358,1,NOC-3,13,40,40,Married,1
23359,1,NOC-1,13,30,20,Married,0
23360,0,NOC-4,13,45,20,Never-married,0
23361,1,NOC-4,9,45,40,Married,1
23362,1,NOC-5,10,20,20,Never-married,0
23363,1,NOC-5,7,40,20,Married,0
23364,0,NOC-5,10,40,20,Never-married,0
23365,0,NOC-1,12,30,70,Never-married,0
23366,1,NOC-1,13,60,50,Married,1
23367,0,NOC-4,10,40,30,Married,0
23368,1,NOC-1,13,40,50,Married,1
23369,1,NOC-1,13,60,30,Never-married,0
23370,1,NOC-1,12,60,30,Married,1
23371,0,NOC-1,13,20,70,Never-married,0
23372,1,NOC-2,9,40,20,Never-married,0
23373,0,NOC-7,7,20,20,Never-married,0
23374,1,NOC-1,13,60,40,Never-married,0
23375,1,NOC-7,7,40,40,Seperated,0
23376,0,NOC-4,10,40,20,Never-married,0
23377,1,NOC-3,9,40,50,Married,1
23378,1,NOC-1,9,60,50,Married,0
23379,1,NOC-4,9,40,20,Never-married,0
23380,1,NOC-4,9,60,30,Married,1
23381,1,NOC-1,13,40,50,Married,1
23382,0,NOC-1,13,60,40,Married,1
23383,1,NOC-3,10,30,30,Seperated,0
23384,1,NOC-4,9,40,30,Married,1
23385,1,NOC-3,10,40,40,Never-married,0
23386,0,NOC-2,13,70,30,Never-married,0
23387,0,NOC-4,10,45,50,Seperated,0
23388,0,NOC-7,13,40,70,Married,0
23389,1,NOC-4,9,45,40,Married,1
23390,1,NOC-3,9,40,30,Never-married,0
23391,1,NOC-1,13,60,40,Married,1
23392,0,NOC-4,7,40,30,Seperated,0
23393,0,NOC-4,10,60,40,Never-married,0
23394,0,NOC-5,6,20,20,Never-married,0
23395,1,NOC-7,6,30,20,Never-married,0
23396,1,NOC-2,9,70,20,Married,0
23397,1,NOC-3,10,60,40,Married,0
23398,1,NOC-6,13,70,70,Married,0
23399,1,NOC-2,9,70,70,Seperated,0
23400,1,NOC-5,5,30,40,Married,0
23401,1,NOC-5,9,20,30,Never-married,0
23402,0,NOC-4,9,40,20,Married,1
23403,1,NOC-1,13,60,40,Married,1
23404,1,NOC-1,9,40,50,Married,1
23405,0,NOC-4,9,60,40,Never-married,0
23406,1,NOC-3,9,40,30,Married,0
23407,1,NOC-4,9,40,20,Never-married,0
23408,0,NOC-4,10,20,20,Never-married,0
23409,0,NOC-6,9,40,50,Married,0
23410,1,NOC-5,6,40,40,Married,0
23411,1,NOC-1,13,70,30,Married,1
23412,0,NOC-3,9,60,40,Seperated,0
23413,0,NOC-4,9,30,50,Seperated,0
23414,0,NOC-1,7,30,40,Seperated,0
23415,0,NOC-7,9,20,30,Seperated,0
23416,1,NOC-1,5,70,40,Married,1
23417,1,NOC-1,7,60,50,Married,1
23418,0,NOC-1,5,60,50,Married,0
23419,1,NOC-1,13,40,40,Married,1
23420,1,NOC-1,13,60,50,Married,1
23421,1,NOC-7,6,60,70,Married,1
23422,1,NOC-1,13,40,50,Married,1
23423,1,NOC-1,10,40,30,Married,1
23424,0,NOC-1,13,40,50,Seperated,0
23425,1,NOC-1,9,60,30,Married,0
23426,1,NOC-2,6,30,50,Married,0
23427,0,NOC-2,9,40,30,Never-married,0
23428,1,NOC-3,9,40,30,Never-married,0
23429,0,NOC-1,11,40,40,Married,1
23430,1,NOC-3,9,60,40,Married,0
23431,1,NOC-2,10,60,20,Never-married,0
23432,1,NOC-5,6,40,30,Married,0
23433,1,NOC-2,11,70,30,Never-married,0
23434,1,NOC-1,12,40,30,Never-married,0
23435,0,NOC-1,13,40,30,Never-married,0
23436,1,NOC-4,9,60,50,Married,0
23437,1,NOC-1,7,20,20,Never-married,0
23438,0,NOC-2,7,30,20,Never-married,0
23439,1,NOC-1,13,45,40,Married,1
23440,1,NOC-2,10,30,20,Never-married,0
23441,1,NOC-1,13,40,40,Married,1
23442,1,NOC-4,9,40,40,Married,0
23443,0,NOC-5,5,30,40,Married,0
23444,1,NOC-2,13,40,20,Never-married,0
23445,1,NOC-5,9,30,20,Never-married,0
23446,1,NOC-1,9,45,30,Married,1
23447,1,NOC-5,10,30,20,Never-married,0
23448,0,NOC-4,5,40,20,Never-married,0
23449,0,NOC-4,13,20,20,Never-married,0
23450,0,NOC-4,10,60,40,Seperated,0
23451,0,NOC-2,9,40,40,Seperated,0
23452,1,NOC-4,9,40,50,Married,1
23453,0,NOC-5,10,40,40,Never-married,0
23454,1,NOC-5,9,40,40,Never-married,0
23455,1,NOC-4,13,30,70,Seperated,0
23456,0,NOC-4,9,40,20,Never-married,0
23457,0,NOC-1,13,40,30,Never-married,0
23458,0,NOC-4,11,20,20,Never-married,0
23459,1,NOC-4,6,60,70,Married,1
23460,1,NOC-1,13,40,70,Married,1
23461,0,NOC-4,9,40,40,Never-married,0
23462,0,NOC-1,13,40,30,Never-married,0
23463,0,NOC-4,10,40,50,Seperated,0
23464,1,NOC-1,9,45,70,Married,1
23465,0,NOC-4,9,40,50,Seperated,0
23466,0,NOC-1,13,45,30,Never-married,0
23467,1,NOC-2,13,70,40,Married,1
23468,1,NOC-2,9,45,20,Never-married,0
23469,1,NOC-1,11,40,30,Married,0
23470,1,NOC-5,5,30,30,Never-married,0
23471,1,NOC-1,13,60,30,Never-married,1
23472,1,NOC-4,10,40,30,Never-married,0
23473,0,NOC-5,10,70,40,Seperated,0
23474,1,NOC-1,13,40,50,Married,1
23475,1,NOC-3,9,45,50,Married,0
23476,1,NOC-4,9,70,50,Seperated,0
23477,0,NOC-4,10,40,20,Never-married,0
23478,0,NOC-4,10,60,30,Never-married,0
23479,1,NOC-1,10,60,50,Married,0
23480,0,NOC-5,9,40,50,Married,0
23481,1,NOC-3,9,60,20,Seperated,0
23482,1,NOC-1,9,60,40,Seperated,0
23483,1,NOC-5,9,40,50,Seperated,0
23484,0,NOC-3,13,60,50,Seperated,0
23485,1,NOC-3,9,60,40,Married,0
23486,1,NOC-1,12,40,40,Seperated,0
23487,1,NOC-3,10,60,40,Married,0
23488,1,NOC-4,11,60,40,Married,0
23489,1,NOC-3,6,40,50,Married,1
23490,0,NOC-2,5,60,30,Never-married,0
23491,1,NOC-2,10,60,50,Married,1
23492,1,NOC-4,13,30,40,Never-married,0
23493,1,NOC-2,9,60,20,Never-married,0
23494,0,NOC-5,6,30,30,Never-married,0
23495,1,NOC-3,5,40,50,Married,0
23496,1,NOC-3,9,60,40,Seperated,0
23497,1,NOC-2,10,40,50,Married,0
23498,1,NOC-1,13,45,50,Married,1
23499,1,NOC-4,9,40,40,Married,0
23500,1,NOC-5,9,40,30,Married,0
23501,1,NOC-4,11,45,30,Married,1
23502,0,NOC-7,9,40,30,Seperated,0
23503,1,NOC-3,9,40,40,Married,0
23504,1,NOC-1,13,40,30,Married,1
23505,1,NOC-1,13,45,40,Married,1
23506,0,NOC-5,7,20,20,Never-married,0
23507,0,NOC-5,9,20,20,Never-married,0
23508,1,NOC-5,13,30,20,Never-married,0
23509,1,NOC-4,9,40,70,Married,1
23510,0,NOC-5,5,40,30,Never-married,0
23511,1,NOC-1,13,60,50,Married,1
23512,0,NOC-1,13,70,50,Never-married,0
23513,0,NOC-1,11,40,20,Never-married,0
23514,0,NOC-5,9,40,30,Never-married,0
23515,1,NOC-4,9,20,70,Seperated,0
23516,0,NOC-1,9,60,40,Seperated,0
23517,0,NOC-5,5,60,30,Seperated,0
23518,0,NOC-2,10,40,40,Married,0
23519,1,NOC-2,9,70,50,Married,1
23520,0,NOC-4,10,40,20,Never-married,0
23521,1,NOC-5,11,40,30,Married,0
23522,1,NOC-5,9,40,30,Never-married,0
23523,1,NOC-4,13,40,30,Never-married,1
23524,0,NOC-5,9,30,20,Never-married,0
23525,1,NOC-3,10,45,40,Never-married,0
23526,1,NOC-3,9,40,30,Never-married,0
23527,1,NOC-2,11,40,50,Married,1
23528,1,NOC-4,9,40,70,Married,1
23529,1,NOC-4,10,70,40,Married,0
23530,0,NOC-5,10,30,20,Never-married,0
23531,1,NOC-5,13,40,20,Never-married,0
23532,1,NOC-1,13,45,20,Never-married,0
23533,1,NOC-5,5,30,50,Married,0
23534,1,NOC-3,7,30,20,Never-married,0
23535,1,NOC-7,13,40,50,Married,1
23536,1,NOC-7,10,20,70,Never-married,0
23537,1,NOC-2,10,45,20,Married,0
23538,1,NOC-7,9,60,50,Married,0
23539,0,NOC-5,9,40,30,Seperated,0
23540,1,NOC-3,9,60,40,Married,0
23541,0,NOC-5,10,20,30,Never-married,0
23542,1,NOC-4,10,40,30,Seperated,0
23543,1,NOC-2,10,40,30,Married,1
23544,1,NOC-7,6,20,20,Never-married,0
23545,1,NOC-1,9,45,50,Married,1
23546,1,NOC-1,10,60,40,Married,0
23547,0,NOC-4,9,40,40,Never-married,0
23548,0,NOC-1,13,40,30,Married,1
23549,0,NOC-1,13,45,50,Never-married,1
23550,1,NOC-1,9,40,70,Married,1
23551,0,NOC-7,9,40,20,Never-married,0
